race_id,race_date,race_time,track,race_number,distance_m,grade,race_type,dog_name,dog_url,trap,finish_pos,btn,bend_pos,comments,age_sex,trainer,isp,sp_decimal,run_time,split_time,tfr,forecast_gbp,tricast_gbp,going_allowance,source_url
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,DA BALLERINA,https://www.timeform.com/greyhound-racing/greyhound-form/da-ballerina/109492,2,5,2¼,5-6-,"SAw,RlsToMid,Baulked1",1b,P J Browne,6/1,12.88,0.0,0.0,10,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,RIAS TWINKLE,https://www.timeform.com/greyhound-racing/greyhound-form/rias-twinkle/99029,6,6,7¼,1-4-,"QAw,Wide,LedTo1",4b,A J Taylor,5/2,3.98,0.0,0.0,0,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
1325518,2025-10-12,15:38,Hove,5,500,A10,Flat,MAD MOUSE,https://www.timeform.com/greyhound-racing/greyhound-form/mad-mouse/109024,4,1,-,2111,"EarlyPace,Middle,LedRunUp",2b,J J Heath,6/4f,2.92,30.75,3.62,60,10.23,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1538/2025-10-12/1325518
1325518,2025-10-12,15:38,Hove,5,500,A10,Flat,MOB DE SOUZA,https://www.timeform.com/greyhound-racing/greyhound-form/mob-de-souza/108627,2,2,1¾,3322,"RailsToMiddle,Crowded1",2d,B S Green,5/1,7.6,30.89,3.7,54,10.23,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1538/2025-10-12/1325518
1325518,2025-10-12,15:38,Hove,5,500,A10,Flat,SWIFT CHUCK,https://www.timeform.com/greyhound-racing/greyhound-form/swift-chuck/104556,6,3,1¾,1233,"Wide,ClearRun",2d,J J Heath,15/8,3.6,31.03,3.61,48,10.23,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1538/2025-10-12/1325518
1325518,2025-10-12,15:38,Hove,5,500,A10,Flat,VOCATION,https://www.timeform.com/greyhound-racing/greyhound-form/vocation/94282,1,4,1,4444,"Railed,Baulked1",4b,D D Knight,5/2,4.4,31.11,3.74,45,10.23,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1538/2025-10-12/1325518
1325519,2025-10-12,15:57,Hove,6,695,S1,Flat,MISS SYD,https://www.timeform.com/greyhound-racing/greyhound-form/miss-syd/97061,6,1,-,2221,"EP,Crowded1,Blk&Led5",3b,R J Holloway,11/4,4.44,43.04,14.69,79,10.66,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1557/2025-10-12/1325519
1325519,2025-10-12,15:57,Hove,6,695,S1,Flat,MINSTRELS SIX,https://www.timeform.com/greyhound-racing/greyhound-form/minstrels-six/97717,1,2,½,3113,"Crd&Led1To5,Blk,CmAgRunIn",3b,J J Heath,15/8,3.25,43.08,14.69,81,10.66,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1557/2025-10-12/1325519
1325519,2025-10-12,15:57,Hove,6,695,S1,Flat,ART RIDDLER,https://www.timeform.com/greyhound-racing/greyhound-form/art-riddler/99697,2,3,½,5532,"Blk1&4,Chl&Crd5,ChlRnIn",3d,S A Cahill,6/4f,3.05,43.13,14.86,79,10.66,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1557/2025-10-12/1325519
1325519,2025-10-12,15:57,Hove,6,695,S1,Flat,RULES FOR SOME,https://www.timeform.com/greyhound-racing/greyhound-form/rules-for-some/100406,3,4,hd,4444,"Blk1&4,Chl&Crowded5",3b,J J Heath,5/1,8.64,43.15,14.84,79,10.66,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1557/2025-10-12/1325519
1325519,2025-10-12,15:57,Hove,6,695,S1,Flat,HARLEQUIN MONEY,https://www.timeform.com/greyhound-racing/greyhound-form/harlequin-money/98739,4,5,3,1355,"Middle,Baulked1&4&6",4b,S A Cahill,16/1,28.87,43.38,14.77,71,10.66,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1557/2025-10-12/1325519
1325520,2025-10-12,16:16,Hove,7,500,BAGS A1,Flat,RAZLDAZL BARKLEY,https://www.timeform.com/greyhound-racing/greyhound-form/razldazl-barkley/99580,3,1,-,1111,"QAw,Middle,AlwaysLed",3d,R J Holloway,9/2,6.18,29.57,3.5,111,16.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1616/2025-10-12/1325520
1325520,2025-10-12,16:16,Hove,7,500,BAGS A1,Flat,HOMETOWN,https://www.timeform.com/greyhound-racing/greyhound-form/hometown/106626,1,2,5,4332,"Railed,Crowded1",3d,D D Knight,2/1f,3.5,29.98,3.65,93,16.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1616/2025-10-12/1325520
1325520,2025-10-12,16:16,Hove,7,500,BAGS A1,Flat,BRIGHT BONO,https://www.timeform.com/greyhound-racing/greyhound-form/bright-bono/104044,5,3,sh,5544,"SAw,Wide,Crd3&4,RanOn",3d,J T Kingsley,9/4,4.4,29.99,3.67,93,16.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1616/2025-10-12/1325520
1325520,2025-10-12,16:16,Hove,7,500,BAGS A1,Flat,CRYSTAL BLACK,https://www.timeform.com/greyhound-racing/greyhound-form/crystal-black/103641,2,4,3¾,2223,"RailsToMid,Crowded4",3d,D D Knight,10/3,5.7,30.29,3.57,80,16.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1616/2025-10-12/1325520
1325520,2025-10-12,16:16,Hove,7,500,BAGS A1,Flat,BRIDESIDE BELLE,https://www.timeform.com/greyhound-racing/greyhound-form/brideside-belle/108664,4,5,½,3455,"Middle,ClearRun",2b,P J Browne,9/2,6.2,30.33,3.6,78,16.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1616/2025-10-12/1325520
1325521,2025-10-12,16:34,Hove,8,285,D3,Flat,CINDERS,https://www.timeform.com/greyhound-racing/greyhound-form/cinders/11805,6,1,-,1-1-,"VQAw,Wide,ALed",3b,S A Cahill,9/4,3.77,0.0,0.0,87,4.63,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1634/2025-10-12/1325521
1325521,2025-10-12,16:34,Hove,8,285,D3,Flat,INSPIRES,https://www.timeform.com/greyhound-racing/greyhound-form/inspires/95688,1,2,1¼,3-3-,"Railed,RanOn",3d,S A Cahill,5/6f,2.14,0.0,0.0,77,4.63,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1634/2025-10-12/1325521
1325521,2025-10-12,16:34,Hove,8,285,D3,Flat,NUNHEAD ROSIE,https://www.timeform.com/greyhound-racing/greyhound-form/nunhead-rosie/108337,4,3,hd,2-2-,"Middle,ClearRun",2b,A J Taylor,5/1,7.47,0.0,0.0,76,4.63,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1634/2025-10-12/1325521
1325521,2025-10-12,16:34,Hove,8,285,D3,Flat,MOANTEEN BONO,https://www.timeform.com/greyhound-racing/greyhound-form/moanteen-bono/100221,2,4,hd,5-5-,"SAw,Middle,RanOn",3d,R J Holloway,5/1,8.55,0.0,0.0,75,4.63,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1634/2025-10-12/1325521
1325521,2025-10-12,16:34,Hove,8,285,D3,Flat,OPTIC RAMBO,https://www.timeform.com/greyhound-racing/greyhound-form/optic-rambo/87408,5,5,3,4-4-,"Wide,ClearRun",5d,A J Taylor,18/1,32.0,0.0,0.0,54,4.63,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1634/2025-10-12/1325521
1325523,2025-10-12,17:12,Hove,10,500,BAGS A3,Flat,TIMELESS TIMES,https://www.timeform.com/greyhound-racing/greyhound-form/timeless-times/105982,2,1,-,3211,"EP,RailsToMid,Led2",3d,J T Kingsley,6/4f,2.91,29.72,3.6,105,8.81,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1712/2025-10-12/1325523
1325523,2025-10-12,17:12,Hove,10,500,BAGS A3,Flat,SEOMRA HACHI,https://www.timeform.com/greyhound-racing/greyhound-form/seomra-hachi/107141,6,2,5,2122,"EP,Wide,SoonLedTo2",2d,J J Heath,4/1,5.57,30.12,3.55,87,8.81,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1712/2025-10-12/1325523
1325523,2025-10-12,17:12,Hove,10,500,BAGS A3,Flat,FEORA JOY,https://www.timeform.com/greyhound-racing/greyhound-form/feora-joy/104323,3,3,sh,4333,"Middle,ClearRun",3b,J J Heath,11/4,5.34,30.13,3.65,87,8.81,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1712/2025-10-12/1325523
1325523,2025-10-12,17:12,Hove,10,500,BAGS A3,Flat,YOUGO FINN,https://www.timeform.com/greyhound-racing/greyhound-form/yougo-finn/103250,4,4,1,1444,"Middle,Crowded1",2d,S A Cahill,6/1,8.4,30.23,3.56,83,8.81,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1712/2025-10-12/1325523
1325523,2025-10-12,17:12,Hove,10,500,BAGS A3,Flat,JOIN IN,https://www.timeform.com/greyhound-racing/greyhound-form/join-in/96884,1,5,1,5555,"Railed,Crowded&CkMid4",3b,S A Cahill,7/2,5.27,30.3,3.73,80,8.81,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1712/2025-10-12/1325523
1325524,2025-10-12,17:31,Hove,11,500,A6,Flat,PUNK ROCK THIEF,https://www.timeform.com/greyhound-racing/greyhound-form/punk-rock-thief/91440,1,1,-,1211,"Railed,Crowded&Led 1/4",4d,S Maplesden,6/1,7.42,30.35,3.67,77,35.64,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1731/2025-10-12/1325524
1325524,2025-10-12,17:31,Hove,11,500,A6,Flat,TRAP HAPPY,https://www.timeform.com/greyhound-racing/greyhound-form/trap-happy/99187,2,2,½,2333,"RlsToMid,Crowded 1/2,RanOn",4d,A J Taylor,4/1,7.61,30.4,3.69,75,35.64,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1731/2025-10-12/1325524
1325524,2025-10-12,17:31,Hove,11,500,A6,Flat,DROOPYS BAFTA,https://www.timeform.com/greyhound-racing/greyhound-form/droopys-bafta/108900,6,3,1,5522,"VSAw,EP,W,HandyFr 1/2",2d,R J Holloway,15/8,3.58,30.47,3.86,72,35.64,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1731/2025-10-12/1325524
1325524,2025-10-12,17:31,Hove,11,500,A6,Flat,CARAMELS CREAM,https://www.timeform.com/greyhound-racing/greyhound-form/caramels-cream/92157,5,4,2,4145,"EP,Wide,SnLedTo 1/4,Crd,Crd4",4b,A J Taylor,13/8f,3.1,30.63,3.64,65,35.64,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1731/2025-10-12/1325524
1325524,2025-10-12,17:31,Hove,11,500,A6,Flat,PUNK ROCK IVY,https://www.timeform.com/greyhound-racing/greyhound-form/punk-rock-ivy/91442,3,5,2,3454,"Mid,Crd1,Blk4,CrdRunIn",4b,S Maplesden,5/1,7.91,30.8,3.69,58,35.64,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1731/2025-10-12/1325524
1325522,2025-10-12,16:53,Hove,9,500,A2,Flat,GINGERS MELODY,https://www.timeform.com/greyhound-racing/greyhound-form/gingers-melody/109327,2,1,-,3111,"EP,RailsToMid,Led1",2b,P J Browne,9/4,4.0,29.95,3.6,95,11.01,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1653/2025-10-12/1325522
1325522,2025-10-12,16:53,Hove,9,500,A2,Flat,RAZOR GUN,https://www.timeform.com/greyhound-racing/greyhound-form/razor-gun/98290,3,2,3¾,1222,"Middle,ClearRun",3d,P J Browne,3/1,5.27,30.26,3.57,81,11.01,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1653/2025-10-12/1325522
1325522,2025-10-12,16:53,Hove,9,500,A2,Flat,CLONKEEN JIM,https://www.timeform.com/greyhound-racing/greyhound-form/clonkeen-jim/109548,4,3,sh,4444,"Mid,Crd2& 1/2&3,RanOn",2d,D D Knight,5/1,8.3,30.27,3.64,81,11.01,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1653/2025-10-12/1325522
1325522,2025-10-12,16:53,Hove,9,500,A2,Flat,IMONLYTWINK,https://www.timeform.com/greyhound-racing/greyhound-form/imonlytwink/103297,6,4,hd,2333,"EarlyPace,Wide,ClearRun",3b,R J Holloway,5/1,7.21,30.29,3.56,80,11.01,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1653/2025-10-12/1325522
1325522,2025-10-12,16:53,Hove,9,500,A2,Flat,FRONT UNO,https://www.timeform.com/greyhound-racing/greyhound-form/front-uno/97993,1,5,½,5555,"SAw,Railed,Crowded 1/2",3d,J T Kingsley,15/8f,3.4,30.33,3.75,78,11.01,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1653/2025-10-12/1325522
1325525,2025-10-12,17:49,Hove,12,500,A7,Flat,DAZL TWINK STAR,https://www.timeform.com/greyhound-racing/greyhound-form/dazl-twink-star/99581,3,1,-,4322,"Middle,LedRunIn",3b,R J Holloway,3/1,5.86,30.39,3.72,76,14.42,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1749/2025-10-12/1325525
1325525,2025-10-12,17:49,Hove,12,500,A7,Flat,DEELISH JAMIE,https://www.timeform.com/greyhound-racing/greyhound-form/deelish-jamie/109634,5,2,1,1133,"QAw,Wide,LdTo 1/4,ChlRunIn",2d,A J Taylor,11/4,4.5,30.48,3.6,72,14.42,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1749/2025-10-12/1325525
1325525,2025-10-12,17:49,Hove,12,500,A7,Flat,LUNAS FAT BOY,https://www.timeform.com/greyhound-racing/greyhound-form/lunas-fat-boy/100000,2,3,½,3444,"Railed,Crowded2,RanOn",3d,S Maplesden,9/2,7.57,30.51,3.75,71,14.42,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1749/2025-10-12/1325525
1325525,2025-10-12,17:49,Hove,12,500,A7,Flat,ASTON MARTINI,https://www.timeform.com/greyhound-racing/greyhound-form/aston-martini/107941,1,4,sh,2211,"Railed,Led 1/4ToRunIn",2d,B S Green,6/4f,2.74,30.52,3.68,70,14.42,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1749/2025-10-12/1325525
1325525,2025-10-12,17:49,Hove,12,500,A7,Flat,BEDAZZLED BULLET,https://www.timeform.com/greyhound-racing/greyhound-form/bedazzled-bullet/104764,4,5,3¾,5555,"SAw,CrdRunUp,VeryWide4",2d,B S Green,6/1,13.46,30.83,3.76,57,14.42,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1749/2025-10-12/1325525
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,MISS TEMPO,https://www.timeform.com/greyhound-racing/greyhound-form/miss-tempo/106108,6,1,-,1-1-,"QAw,ALd",2b,J G Hurst,5/2f,4.74,0.0,0.0,71,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,MINEOLA BAM BAM,https://www.timeform.com/greyhound-racing/greyhound-form/mineola-bam-bam/100538,1,2,2¾,2-2-,"EP,EvCh",3b,W M Lyons,11/4,4.7,0.0,0.0,53,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,SWIFT NELL,https://www.timeform.com/greyhound-racing/greyhound-form/swift-nell/107241,5,3,2½,4-3-,ClrRun,2b,I Zivkovic,5/1,6.68,0.0,0.0,36,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,NOIRS COACH,https://www.timeform.com/greyhound-racing/greyhound-form/noirs-coach/92317,4,4,3¾,6-5-,MsdBrk&FcdToCk1,4d,J G Hurst,7/1,12.5,0.0,0.0,15,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,SWIFT LENA,https://www.timeform.com/greyhound-racing/greyhound-form/swift-lena/107240,3,5,2¼,5-6-,FcdToCk&Crd1&2,2b,J Robinson,4/1,5.34,0.0,0.0,0,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325345,2025-10-12,18:26,Kinsley,2,268,BAGS D4,Flat,GROUCHOS GIFT,https://www.timeform.com/greyhound-racing/greyhound-form/grouchos-gift/98329,2,6,1½,3-4-,Crd1&2,3b,W M Lyons,10/3,6.1,0.0,0.0,0,10.79,33.98,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1826/2025-10-12/1325345
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,KILTIPPIN ROSE,https://www.timeform.com/greyhound-racing/greyhound-form/kiltippin-rose/94576,2,1,-,1111,"QAw,ALd",4b,W M Lyons,13/8f,3.1,28.66,5.3,43,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,NO SPARE TIME,https://www.timeform.com/greyhound-racing/greyhound-form/no-spare-time/97817,4,2,1,3322,EvCh,4b,W M Lyons,7/2,6.6,28.75,5.5,38,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,BALLYMACKEN TIME,https://www.timeform.com/greyhound-racing/greyhound-form/ballymacken-time/88310,6,3,2¾,4444,ClrRun,5b,W M Lyons,7/2,5.36,28.96,5.47,28,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,APPLE JAM,https://www.timeform.com/greyhound-racing/greyhound-form/apple-jam/94103,3,4,3½,5555,FcdToCk1,4d,J Robinson,7/1,12.14,29.24,5.55,18,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,ERRILL MERRY,https://www.timeform.com/greyhound-racing/greyhound-form/errill-merry/73543,1,5,nk,6666,SAw&FcdToCk2,6d,J Robinson,9/2,6.72,29.27,5.59,16,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325346,2025-10-12,18:42,Kinsley,3,462,A8,Flat,DE GIRL PIPPA,https://www.timeform.com/greyhound-racing/greyhound-form/de-girl-pippa/98587,5,6,1¼,2233,"EP,Fd",3b,S Smith,6/1,9.4,29.36,5.39,8,9.09,22.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1842/2025-10-12/1325346
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,SWIFT PADDLE,https://www.timeform.com/greyhound-racing/greyhound-form/swift-paddle/107097,6,1,-,3-1-,LdFr1,2d,I Zivkovic,9/4f,4.24,0.0,0.0,78,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,MONBEG IZZY,https://www.timeform.com/greyhound-racing/greyhound-form/monbeg-izzy/104069,2,2,2½,2-2-,"EP,EvCh",3b,W M Lyons,3/1,5.11,0.0,0.0,61,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,HAZELGROVE DUSK,https://www.timeform.com/greyhound-racing/greyhound-form/hazelgrove-dusk/109475,1,3,¾,4-4-,FcdToCk1,1b,W M Lyons,5/1,7.28,0.0,0.0,60,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,NELLYS PROMISE,https://www.timeform.com/greyhound-racing/greyhound-form/nellys-promise/104071,5,4,1½,5-6-,ClrRun,3b,W M Lyons,7/1,11.96,0.0,0.0,46,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,CLONGEEN GENERAL,https://www.timeform.com/greyhound-racing/greyhound-form/clongeen-general/109069,3,5,hd,1-3-,"QAw,LdTo1",1d,J G Hurst,11/4,4.64,0.0,0.0,44,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325348,2025-10-12,19:16,Kinsley,5,268,BAGS D3,Flat,GROVE PAT,https://www.timeform.com/greyhound-racing/greyhound-form/grove-pat/103263,4,6,sh,6-5-,SAw&FcdToCk1,3d,C W Brown,5/1,7.53,0.0,0.0,46,11.02,34.76,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1916/2025-10-12/1325348
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,HAZELGROVE PETRA,https://www.timeform.com/greyhound-racing/greyhound-form/hazelgrove-petra/105706,1,1,-,1-1-,R13 ALd,3b,W M Lyons,5/1,6.71,0.0,0.0,0,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,HAZELGROVE KATE,https://www.timeform.com/greyhound-racing/greyhound-form/hazelgrove-kate/102397,3,2,hd,3-3-,R9 AwkRunIn,3b,W M Lyons,5/2,4.78,0.0,0.0,18,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,LETS GO WINNIE,https://www.timeform.com/greyhound-racing/greyhound-form/lets-go-winnie/104806,2,3,nk,2-2-,R13 ClrRun,2b,I Zivkovic,8/1,13.83,0.0,0.0,0,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,CACTUS CLOSEDOWN,https://www.timeform.com/greyhound-racing/greyhound-form/cactus-closedown/103264,4,4,½,4-4-,R6 ClrRun,3b,W M Lyons,9/4f,3.66,0.0,0.0,32,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,HOLBORN BETTY,https://www.timeform.com/greyhound-racing/greyhound-form/holborn-betty/108217,6,4,dh,5-5-,Scr FcdToCk1,2b,I Zivkovic,6/1,10.48,0.0,0.0,76,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325347,2025-10-12,18:59,Kinsley,4,268,HP,Flat,GIZMO PANTHER,https://www.timeform.com/greyhound-racing/greyhound-form/gizmo-panther/103362,5,6,1,6-6-,R3 FcdToCk1,3d,J G Hurst,11/4,5.2,0.0,0.0,49,21.37,91.4,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1859/2025-10-12/1325347
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,MONADREEN JOY,https://www.timeform.com/greyhound-racing/greyhound-form/monadreen-joy/88801,1,1,-,1-1-,"EP,LdRnUp",5d,W M Lyons,8/1,11.5,0.0,0.0,85,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,SWIFT ECOLOGY,https://www.timeform.com/greyhound-racing/greyhound-form/swift-ecology/109246,5,2,sh,3-2-,EvCh,1b,J Robinson,7/2,5.7,0.0,0.0,84,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,SCUBA STEVIE,https://www.timeform.com/greyhound-racing/greyhound-form/scuba-stevie/98695,3,3,½,6-6-,SAw,4d,W M Lyons,5/1,10.0,0.0,0.0,79,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,NOT WIRED UP,https://www.timeform.com/greyhound-racing/greyhound-form/not-wired-up/101745,2,4,¾,5-3-,ClrRun,3d,I Zivkovic,7/2,5.17,0.0,0.0,74,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,SWIFT QAY,https://www.timeform.com/greyhound-racing/greyhound-form/swift-qay/102021,6,5,hd,2-4-,"QAw,LdRnUp",3d,J G Hurst,9/4f,4.57,0.0,0.0,72,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325344,2025-10-12,18:08,Kinsley,1,268,BAGS D2,Flat,WEDONTDOPANIC,https://www.timeform.com/greyhound-racing/greyhound-form/wedontdopanic/106622,4,6,¾,4-5-,Chl&FcdToCk1,2b,R Fletcher,3/1,4.95,0.0,0.0,70,52.15,189.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1808/2025-10-12/1325344
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,MARQUETTE BOUND,https://www.timeform.com/greyhound-racing/greyhound-form/marquette-bound/103758,1,1,-,4322,FinWell,3d,I Zivkovic,9/2,6.4,28.39,5.48,69,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,BELLS MEADOW,https://www.timeform.com/greyhound-racing/greyhound-form/bells-meadow/102158,6,2,1,6654,"SAw,RanOn",3d,W M Lyons,5/2,4.55,28.47,5.49,65,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,DE GIRL ANNIE,https://www.timeform.com/greyhound-racing/greyhound-form/de-girl-annie/98891,5,3,sh,1111,"QAw,LdToRunIn",3b,S Smith,8/1,15.46,28.48,5.28,64,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,DEECEE AVA,https://www.timeform.com/greyhound-racing/greyhound-form/deecee-ava/108344,3,4,nk,2233,"EP,EvCh",2b,W M Lyons,2/1f,3.73,28.52,5.4,62,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,BALLYMAC ECHO,https://www.timeform.com/greyhound-racing/greyhound-form/ballymac-echo/92142,2,5,2,5545,ClrRun,4d,B Heaton,5/1,6.91,28.67,5.49,55,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
1325350,2025-10-12,19:49,Kinsley,7,462,A6,Flat,SHREWD KNOWS,https://www.timeform.com/greyhound-racing/greyhound-form/shrewd-knows/102580,4,6,3¼,3466,FcdToCk2&3,3d,J Robinson,4/1,6.74,28.93,5.39,45,22.5,95.18,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1949/2025-10-12/1325350
